"userid","age","gender","subscriptionplan","registrationdate","lastvisitdate","averagevisitfrequency","averagesessionduration","favoriteactivity","monthlyusage","monthsactive","churn"
"user_1630",54,"Male","Pro","2022-09-29","2023-09-20 21:54:00","9.00","109.11","Pilates","9.0000000000000000","25",1
"user_884",31,"Female","Student","2022-01-24","2023-09-26 19:20:00","1.33","91.75","Swimming","1.3333333333333333","33",1
"user_1486",48,"Non-binary","Pro","2021-01-20","2023-10-09 09:18:00","0.78","89.71","Cardio","0.77777777777777777778","45",1
"user_1543",21,"Female","Pro","2022-09-16","2023-10-13 18:57:00","7.00","113.43","Yoga","7.0000000000000000","25",1
"user_1415",42,"Male","Basic","2022-02-06","2023-09-14 19:41:00","0.89","96.50","Yoga","0.88888888888888888889","33",1
"user_2897",46,"Non-binary","Student","2021-11-21","2023-09-07 09:23:00","0.82","107.22","Yoga","0.81818181818181818182","35",1
"user_166",59,"Female","Basic","2021-06-19","2023-08-23 14:31:00","1.00","91.00","Pilates","1.00000000000000000000","40",1
"user_2277",54,"Female","Basic","2023-06-16","2023-09-14 15:43:00","3.50","119.79","Cardio","3.5000000000000000","16",1
"user_3349",52,"Non-binary","Pro","2023-07-30","2023-09-17 18:16:00","3.00","131.33","Cardio","3.0000000000000000","15",1
"user_1749",21,"Female","Pro","2021-10-09","2023-10-02 23:05:00","18.00","93.22","Swimming","18.0000000000000000","37",1
"user_3795",48,"Female","Pro","2021-04-21","2023-09-19 12:08:00","1.33","97.13","Weightlifting","1.3333333333333333","42",1
"user_1911",59,"Female","Student","2021-03-08","2023-09-09 19:33:00","0.63","149.40","Yoga","0.62500000000000000000","44",1
"user_3678",20,"Male","Pro","2023-03-05","2023-10-15 17:27:00","2.00","93.50","Weightlifting","2.0000000000000000","20",1
"user_1002",57,"Female","Basic","2021-08-14","2023-10-15 12:04:00","3.67","113.18","Cardio","3.6666666666666667","39",1
"user_1382",46,"Female","Pro","2022-11-10","2023-10-13 17:59:00",NULL,"116.00","Cardio",NULL,"24",1
"user_4793",36,"Male","Pro","2022-02-02","2023-09-18 12:44:00","1.11","118.50","Pilates","1.1111111111111111","33",1
"user_4128",60,"Female","Pro","2023-01-25","2023-09-27 19:09:00","0.89","90.00","Weightlifting","0.88888888888888888889","21",1
"user_1130",43,"Non-binary","Basic","2023-05-03","2023-09-11 12:06:00","1.33","107.00","Yoga","1.3333333333333333","18",1
"user_4181",34,"Male","Student","2023-10-10","2023-07-09 11:10:00","6.00","70.17","Swimming","6.0000000000000000","13",1
"user_3679",27,"Female","Student","2022-04-20","2023-09-23 09:48:00","2.00","95.58","Swimming","2.0000000000000000","30",1
"user_1687",30,"Female","Student","2022-09-09","2023-10-11 17:57:00","4.50","80.89","Cardio","4.5000000000000000","26",1
"user_827",33,"Non-binary","Pro","2022-09-04","2023-10-01 19:52:00","6.50","111.00","Yoga","6.5000000000000000","26",1
"user_2978",36,"Male","Pro","2021-07-05","2023-09-09 17:20:00","1.50","82.17","Pilates","1.5000000000000000","40",1
"user_1682",46,"Female","Pro","2021-01-16","2023-10-05 22:24:00","0.67","153.17","Yoga","0.66666666666666666667","45",1
"user_3762",18,"Female","Pro","2021-09-02","2023-10-07 15:47:00","4.50","102.56","Swimming","4.5000000000000000","38",1
"user_3735",62,"Female","Basic","2023-04-14","2023-10-05 09:29:00","1.00","120.29","Swimming","1.00000000000000000000","19",1
"user_726",28,"Male","Basic","2021-06-29","2023-09-27 15:50:00","2.00","121.13","Yoga","2.0000000000000000","40",1
"user_509",27,"Male","Student","2021-11-02","2023-10-14 17:52:00",NULL,"107.00","Yoga",NULL,"36",1
"user_523",46,"Non-binary","Pro","2021-12-19","2023-07-31 15:02:00","0.50","99.00","Cardio","0.50000000000000000000","34",1
"user_846",38,"Female","Basic","2023-07-29","2023-10-12 18:56:00","5.00","96.53","Swimming","5.0000000000000000","15",1
"user_283",53,"Female","Pro","2023-09-17","2023-09-24 22:12:00","10.00","109.90","Pilates","10.0000000000000000","13",1
"user_1748",46,"Male","Student","2022-01-19","2023-09-11 16:44:00","1.11","99.00","Yoga","1.1111111111111111","33",1
"user_2973",20,"Male","Basic","2021-04-23","2023-09-21 08:29:00","1.00","132.17","Cardio","1.00000000000000000000","42",1
"user_3343",25,"Female","Student","2022-11-06","2023-10-04 20:19:00",NULL,"95.43","CrossFit",NULL,"24",1
"user_1860",27,"Female","Basic","2021-01-25","2023-08-04 07:54:00","0.89","104.50","Pilates","0.88888888888888888889","45",1
"user_36",61,"Female","Basic","2021-06-25","2023-10-10 17:29:00","2.25","93.78","Cardio","2.2500000000000000","40",1
"user_661",38,"Female","Pro","2021-06-07","2023-07-27 13:22:00","1.20","106.17","CrossFit","1.2000000000000000","41",1
"user_3422",64,"Non-binary","Basic","2022-06-23","2023-10-08 20:15:00","2.00","112.88","Swimming","2.0000000000000000","28",1
"user_3551",52,"Male","Pro","2021-10-30","2023-10-09 12:07:00",NULL,"89.90","Cardio",NULL,"36",1
"user_4583",55,"Female","Pro","2022-08-06","2023-10-10 15:23:00","3.00","123.11","Weightlifting","3.0000000000000000","27",1
"user_4964",29,"Female","Student","2022-11-01","2023-08-06 21:19:00",NULL,"88.83","Weightlifting",NULL,"24",1
"user_4418",50,"Female","Student","2023-04-24","2023-09-21 19:14:00","1.00","93.67","CrossFit","1.00000000000000000000","18",1
"user_3775",49,"Non-binary","Basic","2021-05-02","2023-10-03 08:33:00","1.50","117.33","CrossFit","1.5000000000000000","42",1
"user_4231",25,"Male","Pro","2021-08-07","2023-10-14 16:45:00","3.33","83.40","Yoga","3.3333333333333333","39",1
"user_3906",25,"Male","Student","2021-01-05","2023-10-11 19:14:00","1.00","100.10","Weightlifting","1.00000000000000000000","46",1
"user_2713",56,"Male","Pro","2023-10-14","2023-09-23 21:48:00","10.00","101.80","Yoga","10.0000000000000000","13",1
"user_599",64,"Female","Basic","2022-08-26","2023-08-15 10:26:00","5.50","116.09","Weightlifting","5.5000000000000000","26",1
"user_4785",39,"Male","Pro","2022-02-09","2023-09-09 15:37:00","1.22","103.27","Weightlifting","1.2222222222222222","33",1
"user_432",43,"Female","Pro","2021-10-20","2023-10-04 14:11:00",NULL,"86.83","CrossFit",NULL,"36",1
"user_3957",64,"Male","Student","2022-07-11","2023-08-26 20:08:00","2.50","131.60","Weightlifting","2.5000000000000000","28",1
"user_4499",50,"Female","Basic","2022-03-05","2023-08-28 19:21:00","0.50","101.75","Cardio","0.50000000000000000000","32",1
"user_2387",29,"Male","Pro","2023-02-26","2023-10-12 14:49:00","0.88","125.14","CrossFit","0.87500000000000000000","20",1
"user_1821",55,"Male","Basic","2022-08-24","2023-08-06 18:12:00","3.00","102.83","Cardio","3.0000000000000000","26",1
"user_3841",46,"Male","Pro","2023-03-05","2023-10-06 20:47:00","1.50","111.83","CrossFit","1.5000000000000000","20",1
"user_1030",25,"Female","Student","2022-08-21","2023-09-23 08:35:00","6.50","102.23","Yoga","6.5000000000000000","26",1
"user_775",61,"Male","Basic","2021-08-28","2023-09-30 14:52:00","7.50","111.27","Yoga","7.5000000000000000","38",1
"user_4722",64,"Female","Pro","2022-02-10","2023-09-12 16:36:00","1.67","107.53","Yoga","1.6666666666666667","33",1
"user_2610",45,"Female","Pro","2021-11-25","2023-10-12 18:08:00","1.00","112.73","Weightlifting","1.00000000000000000000","35",1
"user_1120",22,"Female","Student","2022-11-22","2023-10-09 15:45:00","1.18","103.69","Weightlifting","1.1818181818181818","23",1
"user_2029",37,"Non-binary","Basic","2022-09-09","2023-09-09 15:05:00","3.00","116.67","CrossFit","3.0000000000000000","26",1
"user_4723",53,"Male","Basic","2023-09-13","2023-09-30 13:21:00","5.50","90.18","CrossFit","5.5000000000000000","14",1
"user_653",50,"Female","Pro","2022-12-04","2023-10-12 14:29:00","1.00","102.64","Pilates","1.00000000000000000000","23",1
"user_472",53,"Male","Pro","2022-11-09","2023-10-15 09:08:00",NULL,"128.70","CrossFit",NULL,"24",1
"user_3035",45,"Female","Student","2023-03-05","2023-09-22 12:08:00","0.75","115.67","Yoga","0.75000000000000000000","20",1
"user_4036",21,"Male","Student","2023-09-21","2023-09-20 14:10:00","13.00","89.69","Yoga","13.0000000000000000","13",1
"user_3458",29,"Male","Pro","2023-06-14","2023-08-06 15:04:00","1.20","115.50","CrossFit","1.2000000000000000","17",1
"user_316",55,"Male","Basic","2023-04-17","2023-10-04 15:31:00","2.00","104.25","CrossFit","2.0000000000000000","18",1
"user_816",23,"Non-binary","Student","2023-03-28","2023-09-09 19:30:00","1.14","121.75","CrossFit","1.1428571428571429","19",1
"user_4214",36,"Male","Pro","2021-11-10","2023-10-04 12:22:00",NULL,"98.75","Cardio",NULL,"36",1
"user_165",19,"Female","Basic","2023-04-19","2023-09-25 19:18:00","2.50","119.07","CrossFit","2.5000000000000000","18",1
"user_591",48,"Male","Student","2023-08-03","2023-10-02 09:39:00","4.00","121.17","Swimming","4.0000000000000000","15",1
"user_253",18,"Female","Student","2021-08-22","2023-09-24 17:42:00","6.00","115.83","Cardio","6.0000000000000000","38",1
"user_910",37,"Male","Student","2023-01-12","2023-09-28 09:05:00","0.90","107.56","Pilates","0.90000000000000000000","22",1
"user_3037",44,"Female","Student","2023-05-24","2023-10-08 19:23:00","2.40","112.08","Weightlifting","2.4000000000000000","17",1
"user_4986",48,"Male","Pro","2022-06-04","2023-09-12 07:39:00","1.20","91.33","CrossFit","1.2000000000000000","29",1
"user_1325",31,"Female","Basic","2022-09-15","2023-09-10 17:24:00","8.00","110.50","Yoga","8.0000000000000000","25",1
"user_2056",18,"Non-binary","Pro","2022-05-13","2023-10-14 18:35:00","1.67","107.30","Swimming","1.6666666666666667","30",1
"user_889",63,"Male","Basic","2022-12-16","2023-08-09 11:41:00","0.90","93.89","Cardio","0.90000000000000000000","22",1
"user_2405",23,"Female","Basic","2022-04-03","2023-09-22 20:42:00","1.71","87.75","Pilates","1.7142857142857143","31",1
"user_2510",46,"Male","Pro","2023-09-01","2023-09-05 15:36:00","3.00","121.83","Pilates","3.0000000000000000","14",1
"user_1150",59,"Female","Student","2022-05-12","2023-10-07 18:56:00","1.17","85.57","CrossFit","1.1666666666666667","30",1
"user_2557",54,"Female","Student","2022-10-11","2023-09-17 16:15:00","11.00","109.09","CrossFit","11.0000000000000000","25",1
"user_469",43,"Female","Student","2023-09-01","2023-05-16 10:52:00","2.50","105.60","CrossFit","2.5000000000000000","14",1
"user_4078",25,"Male","Student","2021-03-22","2023-10-14 18:11:00","2.00","94.00","Cardio","2.0000000000000000","43",1
"user_2062",31,"Female","Student","2021-05-12","2023-09-11 17:35:00","1.83","104.09","Yoga","1.8333333333333333","42",1
"user_3697",47,"Male","Pro","2023-07-18","2023-10-08 09:01:00","1.67","141.20","Weightlifting","1.6666666666666667","15",1
"user_487",62,"Female","Student","2022-08-02","2023-09-23 13:06:00","2.33","119.43","Yoga","2.3333333333333333","27",1
"user_411",25,"Female","Student","2021-05-08","2023-10-15 21:36:00","1.83","108.45","Cardio","1.8333333333333333","42",1
"user_4800",28,"Female","Pro","2022-06-11","2023-10-03 11:47:00","2.60","105.23","Weightlifting","2.6000000000000000","29",1
"user_550",49,"Male","Basic","2022-08-26","2023-10-15 15:51:00","4.00","97.00","Pilates","4.0000000000000000","26",1
"user_4426",56,"Male","Basic","2022-09-27","2023-10-11 17:22:00","9.00","91.00","Pilates","9.0000000000000000","25",1
"user_975",43,"Non-binary","Student","2021-01-13","2023-10-09 21:15:00","0.50","106.40","Cardio","0.50000000000000000000","46",1
"user_3594",53,"Female","Student","2021-05-03","2023-09-08 22:41:00","2.00","115.83","Cardio","2.0000000000000000","42",1
"user_2624",61,"Male","Basic","2022-12-04","2023-08-29 09:44:00","0.73","112.25","CrossFit","0.72727272727272727273","23",1
"user_3081",20,"Male","Pro","2021-12-20","2023-09-30 12:37:00","1.00","89.20","Cardio","1.00000000000000000000","34",1
"user_998",27,"Male","Pro","2023-06-27","2023-09-11 21:55:00","2.50","99.10","Swimming","2.5000000000000000","16",1
"user_635",27,"Female","Student","2023-01-31","2023-07-25 15:19:00","1.33","122.75","CrossFit","1.3333333333333333","21",1
"user_2329",49,"Male","Student","2022-10-23","2023-09-21 21:36:00",NULL,"82.86","Weightlifting",NULL,"24",1
"user_3532",41,"Male","Student","2022-01-07","2023-08-25 19:09:00","0.90","115.89","Yoga","0.90000000000000000000","34",1
"user_2297",34,"Male","Student","2022-04-09","2023-09-07 21:40:00","1.57","117.27","CrossFit","1.5714285714285714","31",1
"user_1505",30,"Female","Pro","2021-02-03","2023-10-12 21:31:00","0.89","107.13","CrossFit","0.88888888888888888889","45",1
"user_976",21,"Female","Student","2021-05-27","2023-08-02 14:22:00","2.40","122.50","Yoga","2.4000000000000000","41",1
"user_4546",45,"Male","Basic","2023-05-09","2023-10-01 10:16:00","1.33","119.75","Weightlifting","1.3333333333333333","18",1
"user_4254",59,"Female","Pro","2021-02-10","2023-10-15 19:29:00","0.67","108.50","Weightlifting","0.66666666666666666667","45",1
"user_1868",30,"Female","Basic","2022-03-10","2023-09-25 10:08:00","1.50","124.58","Yoga","1.5000000000000000","32",1
"user_2826",62,"Female","Pro","2023-05-23","2023-09-28 09:53:00","1.60","69.38","CrossFit","1.6000000000000000","17",1
"user_2156",18,"Male","Student","2023-03-10","2023-10-14 18:53:00","1.63","120.92","Swimming","1.6250000000000000","20",1
"user_2916",61,"Male","Basic","2022-02-15","2023-09-20 08:35:00","1.63","108.85","Yoga","1.6250000000000000","32",1
"user_3470",41,"Male","Pro","2023-01-25","2023-09-08 22:17:00","1.11","116.20","Swimming","1.1111111111111111","21",1
"user_4326",32,"Female","Student","2022-05-05","2023-10-09 10:54:00","1.67","97.30","Yoga","1.6666666666666667","30",1
"user_3607",22,"Male","Basic","2022-01-26","2023-10-03 16:24:00","1.22","103.09","Weightlifting","1.2222222222222222","33",1
"user_3536",21,"Male","Student","2022-03-29","2023-10-14 11:58:00","0.86","76.83","CrossFit","0.85714285714285714286","31",1
"user_1339",62,"Female","Pro","2023-07-13","2023-08-25 19:21:00","2.25","88.22","Swimming","2.2500000000000000","16",1
"user_310",50,"Female","Pro","2021-03-04","2023-09-17 20:31:00","1.50","102.17","Cardio","1.5000000000000000","44",1
"user_2230",59,"Female","Pro","2021-03-27","2023-06-26 18:52:00","0.86","107.67","Pilates","0.85714285714285714286","43",1
"user_374",26,"Non-binary","Pro","2021-01-27","2023-10-06 23:08:00","2.11","120.05","Yoga","2.1111111111111111","45",1
"user_1652",57,"Male","Student","2022-06-23","2023-10-06 08:48:00","1.50","87.50","Swimming","1.5000000000000000","28",1
"user_290",42,"Male","Pro","2021-05-29","2023-09-17 16:55:00","2.80","110.21","Swimming","2.8000000000000000","41",1
"user_1143",29,"Male","Basic","2022-01-04","2023-10-12 17:35:00","0.60","120.33","Yoga","0.60000000000000000000","34",1
"user_2787",44,"Male","Student","2021-06-21","2023-09-24 13:48:00","2.75","106.73","CrossFit","2.7500000000000000","40",1
"user_157",60,"Female","Student","2022-02-12","2023-06-27 13:53:00","0.78","106.00","CrossFit","0.77777777777777777778","33",1
"user_4946",63,"Male","Student","2021-07-07","2023-09-16 22:21:00","3.00","116.00","Cardio","3.0000000000000000","40",1
"user_2333",53,"Non-binary","Pro","2022-09-11","2023-07-27 13:47:00","5.00","115.20","Yoga","5.0000000000000000","26",1
"user_3804",48,"Female","Basic","2021-12-09","2023-10-05 18:17:00","0.82","118.56","Pilates","0.81818181818181818182","35",1
"user_1282",35,"Female","Basic","2022-03-03","2023-10-01 13:03:00","0.75","96.50","Pilates","0.75000000000000000000","32",1
"user_89",62,"Male","Basic","2021-08-20","2023-08-23 15:19:00","5.00","71.70","Cardio","5.0000000000000000","38",1
"user_492",19,"Male","Basic","2022-08-09","2023-09-26 16:20:00","3.67","91.00","Swimming","3.6666666666666667","27",1
"user_4076",23,"Non-binary","Basic","2022-05-22","2023-09-14 16:32:00","2.60","126.46","Yoga","2.6000000000000000","29",1
"user_3732",62,"Male","Student","2021-10-13","2023-09-06 13:44:00","11.00","107.09","Pilates","11.0000000000000000","37",1
"user_1119",44,"Female","Basic","2023-07-14","2023-08-15 11:25:00","2.00","109.88","Cardio","2.0000000000000000","16",1
"user_171",61,"Male","Pro","2022-01-16","2023-09-14 21:45:00","1.78","95.00","Yoga","1.7777777777777778","33",1
"user_1518",30,"Female","Pro","2023-02-11","2023-08-15 16:44:00","1.22","95.00","Yoga","1.2222222222222222","21",1
"user_2680",29,"Non-binary","Pro","2022-09-21","2023-08-07 22:44:00","5.00","111.00","Cardio","5.0000000000000000","25",1
"user_3947",46,"Female","Student","2023-09-26","2023-08-03 10:51:00","3.00","129.33","CrossFit","3.0000000000000000","13",1
"user_4731",64,"Non-binary","Student","2022-11-10","2023-09-24 19:22:00",NULL,"112.13","Yoga",NULL,"24",1
"user_1320",63,"Female","Pro","2021-10-04","2023-08-06 09:39:00","11.00","111.73","Pilates","11.0000000000000000","37",1
"user_2353",25,"Female","Basic","2022-11-10","2023-08-06 19:52:00",NULL,"79.33","Weightlifting",NULL,"24",1
"user_2441",59,"Male","Basic","2022-11-19","2023-09-13 17:41:00","1.45","113.69","Yoga","1.4545454545454545","23",1
"user_1016",48,"Non-binary","Student","2022-06-30","2023-07-18 23:06:00","1.75","136.71","Cardio","1.7500000000000000","28",1
"user_3430",56,"Female","Pro","2023-02-22","2023-07-28 16:32:00","1.00","118.25","Yoga","1.00000000000000000000","20",1
"user_549",40,"Male","Student","2023-08-31","2023-10-04 19:33:00","9.00","111.72","Yoga","9.0000000000000000","14",1
"user_2145",58,"Female","Pro","2023-05-28","2023-07-31 18:23:00","2.00","110.40","CrossFit","2.0000000000000000","17",1
"user_447",33,"Male","Student","2021-08-14","2023-10-04 10:05:00","4.67","103.36","Cardio","4.6666666666666667","39",1
"user_4086",30,"Female","Pro","2021-05-27","2023-10-15 20:14:00","2.20","118.45","Pilates","2.2000000000000000","41",1
"user_4608",38,"Female","Basic","2023-05-24","2023-07-15 16:27:00","1.80","124.22","Yoga","1.8000000000000000","17",1
"user_67",46,"Female","Basic","2022-05-18","2023-10-08 19:03:00","2.80","99.00","CrossFit","2.8000000000000000","29",1
"user_2132",58,"Non-binary","Pro","2021-10-22","2023-09-26 12:41:00",NULL,"100.86","Weightlifting",NULL,"36",1
"user_1868",30,"Female","Basic","2022-03-10","2023-09-08 08:55:00","0.88","87.86","Swimming","0.87500000000000000000","32",1
"user_1170",57,"Male","Pro","2022-11-30","2023-08-30 14:40:00","0.73","101.50","Yoga","0.72727272727272727273","23",1
"user_2473",19,"Male","Pro","2022-04-15","2023-10-14 23:50:00","2.17","97.46","Weightlifting","2.1666666666666667","30",1
"user_408",60,"Male","Basic","2023-10-03","2023-10-08 17:43:00","10.00","114.10","Swimming","10.0000000000000000","13",1
"user_4061",38,"Male","Pro","2023-05-14","2023-08-29 12:32:00","2.50","91.53","Cardio","2.5000000000000000","18",1
"user_125",57,"Male","Pro","2023-01-27","2023-09-25 20:52:00","1.22","110.45","Yoga","1.2222222222222222","21",1
"user_688",41,"Male","Student","2023-04-01","2023-10-13 17:38:00","1.71","116.00","Yoga","1.7142857142857143","19",1
"user_3514",52,"Male","Student","2022-06-04","2023-10-15 10:16:00","2.80","98.00","Yoga","2.8000000000000000","29",1
"user_2826",62,"Female","Pro","2023-05-23","2023-09-29 12:31:00","1.60","94.13","Cardio","1.6000000000000000","17",1
"user_517",19,"Female","Student","2022-07-05","2023-09-10 09:06:00","1.75","77.86","Yoga","1.7500000000000000","28",1
"user_4986",48,"Male","Pro","2022-06-04","2023-08-23 16:45:00","1.40","136.14","Swimming","1.4000000000000000","29",1
"user_2183",19,"Female","Student","2023-10-11","2023-10-06 13:34:00","16.00","110.63","Cardio","16.0000000000000000","13",1
"user_1677",35,"Male","Pro","2023-07-11","2023-09-24 09:42:00","2.50","91.70","Cardio","2.5000000000000000","16",1
"user_1986",31,"Male","Student","2021-01-25","2023-09-01 12:43:00","1.00","109.11","CrossFit","1.00000000000000000000","45",1
"user_4296",38,"Male","Pro","2023-03-23","2023-06-18 08:37:00","0.71","90.00","Cardio","0.71428571428571428571","19",1
"user_2463",19,"Female","Student","2022-12-29","2023-08-27 13:08:00","0.50","119.60","CrossFit","0.50000000000000000000","22",1
"user_3499",51,"Female","Student","2023-03-14","2023-08-02 19:54:00","0.88","88.57","Swimming","0.87500000000000000000","20",1
"user_4860",45,"Female","Student","2022-07-22","2023-07-05 08:57:00","2.67","115.75","Swimming","2.6666666666666667","27",1
"user_3726",28,"Female","Basic","2021-09-28","2023-09-26 13:21:00","11.00","123.82","Yoga","11.0000000000000000","37",1
"user_727",38,"Female","Basic","2021-01-20","2023-09-30 13:28:00","0.89","90.13","Weightlifting","0.88888888888888888889","45",1
"user_614",22,"Female","Pro","2022-06-04","2023-10-14 07:56:00","1.80","87.89","Pilates","1.8000000000000000","29",1
"user_4627",41,"Male","Student","2023-08-28","2023-10-08 21:10:00","6.00","104.25","Pilates","6.0000000000000000","14",1
"user_1073",25,"Male","Basic","2022-05-11","2023-10-04 10:20:00","1.17","95.14","CrossFit","1.1666666666666667","30",1
"user_795",32,"Female","Basic","2021-08-04","2023-09-10 09:19:00","2.33","79.43","Yoga","2.3333333333333333","39",1
"user_3784",63,"Female","Pro","2023-01-26","2023-10-01 08:50:00","1.00","120.67","Pilates","1.00000000000000000000","21",1
"user_1891",56,"Male","Student","2021-04-20","2023-05-29 19:10:00","1.00","67.00","Cardio","1.00000000000000000000","42",1
"user_2976",54,"Female","Pro","2021-09-10","2023-07-22 11:19:00","2.50","106.20","Yoga","2.5000000000000000","38",1
"user_3250",47,"Female","Student","2023-02-03","2023-09-17 12:49:00","1.22","100.73","Yoga","1.2222222222222222","21",1
"user_4130",34,"Female","Pro","2022-07-23","2023-07-29 14:48:00","2.67","68.38","Weightlifting","2.6666666666666667","27",1
"user_1604",28,"Female","Student","2022-12-08","2023-10-15 09:36:00","0.64","107.57","Pilates","0.63636363636363636364","23",1
"user_950",48,"Female","Student","2022-06-26","2023-10-15 15:10:00","2.00","115.00","Cardio","2.0000000000000000","28",1
"user_852",43,"Female","Basic","2022-06-15","2023-08-01 07:52:00","2.75","127.91","CrossFit","2.7500000000000000","28",1
"user_3192",55,"Male","Pro","2023-04-12","2023-06-26 20:03:00","1.00","98.00","Weightlifting","1.00000000000000000000","19",1
"user_787",28,"Male","Basic","2023-03-17","2023-09-10 07:47:00","1.14","117.75","Pilates","1.1428571428571429","19",1
"user_3654",62,"Female","Basic","2021-11-17","2023-10-06 08:10:00","0.55","86.83","Cardio","0.54545454545454545455","35",1
"user_2126",58,"Female","Student","2022-03-29","2023-08-12 11:48:00","1.29","63.67","CrossFit","1.2857142857142857","31",1
"user_768",25,"Male","Basic","2023-03-23","2023-09-05 13:15:00","1.71","119.50","Yoga","1.7142857142857143","19",1
"user_2244",27,"Male","Basic","2021-03-07","2023-09-08 18:04:00","1.00","105.00","Pilates","1.00000000000000000000","44",1
"user_3101",49,"Female","Basic","2022-11-06","2023-09-12 20:39:00",NULL,"92.33","Swimming",NULL,"24",1
"user_281",28,"Male","Pro","2022-07-07","2023-09-04 15:18:00","3.50","91.43","CrossFit","3.5000000000000000","28",1
"user_359",57,"Male","Student","2022-09-09","2023-09-08 14:48:00","2.50","119.20","Weightlifting","2.5000000000000000","26",1
"user_445",62,"Male","Student","2021-02-13","2023-09-29 10:52:00","1.56","111.07","Yoga","1.5555555555555556","45",1
"user_4588",20,"Female","Pro","2023-06-11","2023-08-25 10:56:00","2.20","95.27","Yoga","2.2000000000000000","17",1
"user_2637",41,"Female","Pro","2023-06-19","2023-09-22 11:11:00","2.00","107.38","CrossFit","2.0000000000000000","16",1
"user_3074",59,"Male","Basic","2022-01-21","2023-09-16 13:58:00","0.89","100.13","CrossFit","0.88888888888888888889","33",1
"user_1283",24,"Male","Basic","2023-05-04","2023-10-11 10:49:00","1.33","94.38","CrossFit","1.3333333333333333","18",1
"user_1298",37,"Female","Student","2021-12-24","2023-09-18 10:32:00","1.00","101.80","CrossFit","1.00000000000000000000","34",1
"user_3369",41,"Male","Pro","2022-05-29","2023-10-13 18:14:00","2.20","95.64","Weightlifting","2.2000000000000000","29",1
"user_4895",34,"Male","Student","2022-06-15","2023-09-28 18:53:00","1.75","119.71","Pilates","1.7500000000000000","28",1
"user_4912",49,"Female","Pro","2023-01-18","2023-10-03 08:57:00","0.56","123.80","Weightlifting","0.55555555555555555556","21",1
"user_4020",39,"Male","Student","2022-09-24","2023-10-15 16:27:00","7.00","100.14","CrossFit","7.0000000000000000","25",1
"user_1762",31,"Female","Pro","2022-05-28","2023-10-01 09:18:00","1.80","114.44","Pilates","1.8000000000000000","29",1
"user_649",20,"Female","Student","2022-08-02","2023-09-29 16:39:00","2.67","116.88","Pilates","2.6666666666666667","27",1
"user_3374",38,"Female","Student","2023-04-04","2023-10-02 15:58:00","1.86","90.31","Cardio","1.8571428571428571","19",1
"user_2546",53,"Non-binary","Pro","2022-04-09","2023-09-27 13:48:00","1.43","109.10","Pilates","1.4285714285714286","31",1
"user_2569",22,"Female","Basic","2022-07-02","2023-09-08 15:45:00","2.00","98.38","Cardio","2.0000000000000000","28",1
"user_383",30,"Male","Basic","2021-08-08","2023-09-27 17:11:00","4.67","108.29","Pilates","4.6666666666666667","39",1
"user_1129",64,"Non-binary","Pro","2023-08-07","2023-10-04 17:15:00","3.00","117.44","CrossFit","3.0000000000000000","15",1
"user_4350",20,"Female","Pro","2023-06-24","2023-08-08 21:04:00","1.25","95.80","Pilates","1.2500000000000000","16",1
"user_502",60,"Male","Basic","2021-11-29","2023-09-06 13:56:00","0.64","139.14","Cardio","0.63636363636363636364","35",1
"user_3041",43,"Female","Basic","2022-08-10","2023-10-07 11:54:00","2.67","106.13","Swimming","2.6666666666666667","27",1
"user_2493",21,"Male","Pro","2022-02-08","2023-09-11 21:57:00","0.89","80.63","CrossFit","0.88888888888888888889","33",1
"user_1411",26,"Non-binary","Basic","2021-08-30","2023-10-09 07:00:00","5.00","115.60","Yoga","5.0000000000000000","38",1
"user_3165",22,"Female","Basic","2021-09-02","2023-08-21 19:14:00","4.00","106.00","Pilates","4.0000000000000000","38",1
"user_4119",30,"Female","Basic","2022-09-02","2023-09-26 21:05:00","5.00","80.40","Pilates","5.0000000000000000","26",1
"user_2445",55,"Male","Student","2021-10-07","2023-08-21 20:46:00","5.00","140.60","CrossFit","5.0000000000000000","37",1
"user_653",50,"Female","Pro","2022-12-04","2023-08-29 08:20:00","0.45","130.60","Weightlifting","0.45454545454545454545","23",1
"user_833",20,"Male","Pro","2021-09-11","2023-09-30 11:40:00","6.00","88.50","Yoga","6.0000000000000000","38",1
"user_4622",30,"Male","Basic","2023-01-31","2023-09-15 17:44:00","1.00","88.00","Swimming","1.00000000000000000000","21",1
"user_4557",60,"Female","Basic","2023-03-04","2023-10-14 22:04:00","0.88","128.57","Cardio","0.87500000000000000000","20",1
"user_1118",60,"Female","Student","2023-06-16","2023-10-10 09:59:00","3.00","102.00","Pilates","3.0000000000000000","16",1
"user_3211",44,"Female","Pro","2021-11-17","2023-09-10 18:15:00","0.36","128.00","Yoga","0.36363636363636363636","35",1
"user_1386",28,"Non-binary","Pro","2021-06-15","2023-09-21 10:47:00","2.75","95.82","Yoga","2.7500000000000000","40",1
"user_4080",62,"Non-binary","Basic","2021-06-05","2023-10-07 15:24:00","1.80","89.44","Swimming","1.8000000000000000","41",1
"user_2739",19,"Male","Basic","2022-04-07","2023-07-18 13:06:00","0.71","116.20","CrossFit","0.71428571428571428571","31",1
"user_2575",38,"Male","Basic","2022-06-10","2023-08-28 19:33:00","0.80","83.50","Swimming","0.80000000000000000000","29",1
